  -194,   -12,  1889,  -136,  -138,   -25
  1408, -1524,    77,   241,  -274,   134
  1382, -1594,    62,   243,  -273,   128
  1378, -1623,   116,   270,  -279,   137
  1347, -1577,   115,   286,  -286,   139
  1383, -1519,   114,   274,  -295,   136
  1346, -1525,    87,   268,  -292,   113
  1405, -1548,    74,   261,  -291,    83
  1425, -1601,    94,   296,  -303,    70
  1416, -1571,    74,   345,  -332,    66
  1469, -1538,    91,   376,  -365,    61
  1436, -1529,   112,   419,  -380,    55
  1447, -1497,   118,   459,  -392,    49
  1454, -1490,   129,   525,  -376,    44
  1410, -1505,   115,   615,  -364,    32
  1447, -1450,    78,   708,  -352,    25
  1451, -1423,    23,   780,  -312,    12
  1459, -1451,    33,   831,  -236,   -51
  1461, -1534,   131,   919,  -195,   -88
  1398, -1463,   196,  1008,  -183,   -17
  1412, -1377,   173,   994,  -174,    72
  1420, -1460,   225,   945,  -157,   111
  1380, -1461,   365,   983,  -182,   184
  1441, -1315,   323,   966,  -231,   276
  1443, -1262,   227,   882,  -189,   313
  1509, -1311,   180,   814,  -144,   308
  1530, -1495,   227,   850,  -101,   282
  1524, -1599,   303,  1016,   -90,   251
  1549, -1683,   329,  1201,   -37,   212
  1485, -1773,   417,  1464,    23,   179
  1468, -1744,   412,  1739,    83,   201
  1573, -1524,   321,  1924,   214,   263
  1527, -1502,   392,  1966,   380,   236
  1450, -1648,   588,  2138,   452,   150
  1324, -1656,   658,  2395,   435,    79
  1247, -1442,   616,  2559,   444,   102
  1222, -1328,   591,  2519,   456,   108
  1024, -1317,   775,  2481,   450,   143
   994, -1111,   819,  2431,   331,   246
   963,  -962,   866,  2271,   209,   296
   888,  -974,   851,  2095,    94,   267
   914, -1050,   942,  2046,   -12,   188
   862,  -974,  1011,  2122,   -94,   161
   821,  -939,  1137,  2182,  -283,   158
   848,  -720,  1243,  2158,  -531,   246
   856,  -550,  1303,  2007,  -816,   328
   949,  -503,  1370,  1773, -1085,   275
  1061,  -515,  1471,  1649, -1293,   161
  1033,  -433,  1644,  1580, -1549,    76
  1358,  -267,  1449,  1384, -1583,    15
  1496,  -310,  1497,  1060, -1442,  -104
  1659,  -555,  1550,   928, -1213,  -181
  1729,  -585,  1517,   985,  -812,  -217
  1785,  -401,  1541,   982,  -398,  -208
  1760,  -264,  1584,   775,   -33,  -205
  1719,  -357,  1624,   587,   224,  -215
  1693,  -549,  1686,   576,   358,  -278
  1659,  -530,  1646,   657,   409,  -321
  1688,  -443,  1595,   636,   436,  -310
