   298,   166,  2002,    -2,     0,    -2
   316,   173,  2039,    -3,     1,    -1
   327,   165,  2025,    -3,    -2,    -3
   288,   165,  2019,    -4,    -3,    -2
   322,   174,  2002,    -1,     1,     0
   320,   169,  2015,     0,     0,    -2
   292,   163,  2004,    -3,     0,    -1
   332,   180,  2036,    -4,     0,    -2
   306,   157,  2024,    -1,    -1,     0
   298,   170,  2006,    -5,     1,    -1
   328,   168,  2010,    -2,     1,    -4
   318,   162,  2027,    -3,    -1,    -1
   298,   162,  2016,    -3,    -1,    -1
   332,   175,  2012,    -2,     0,     0
   308,   168,  2026,    -3,     1,    -3
   327,   164,  2012,    -3,     0,    -2
   302,   160,  2021,    -5,    -1,     0
   299,   173,  2006,    -2,     0,    -2
   329,   172,  2017,    -3,     0,    -3
   284,   170,  2038,    -1,     1,    -2
   310,   173,  2032,    -3,    -1,    -1
   314,   177,  2011,    -4,     2,    -1
   290,   157,  2030,    -2,     1,     0
   309,   168,  2020,    -4,    -3,     0
   316,   175,  2013,    -1,    -1,    -5
   303,   164,  2012,    -3,    -1,    -3
   313,   166,  2020,    -3,     1,    -4
   317,   177,  2036,    -2,     1,    -2
   293,   159,  2015,    -5,     2,    -4
   310,   173,  2020,    -3,    -3,     1
   315,   166,  2019,    -1,    -1,     0
   281,   161,  2021,    -3,     2,    -2
   329,   169,  2033,    -3,    -3,    -2
   324,   172,  2025,    -2,     1,    -3
   282,   157,  2021,    -4,     0,     0
   315,   164,  2040,    -4,    -1,    -1
   326,   164,  2003,    -2,     0,    -1
   295,   151,  2019,     0,    -1,    -2
   321,   171,  2016,    -7,     3,    -3
   322,   170,  2029,     1,     1,    -3
   302,   166,  2034,    -2,     3,    -3
   309,   170,  2006,     0,     1,    -2
   307,   162,  2010,    -3,     2,    -4
   295,   159,  2015,    -2,     2,    -3
   316,   172,  2016,    -1,    -2,    -2
   315,   175,  2023,    -4,    -2,    -1
   297,   165,  2007,     0,     0,    -2
   329,   173,  2013,    -2,    -1,    -4
   315,   157,  2014,    -3,     1,    -2
   294,   174,  1998,    -2,     2,    -2
   323,   166,  2013,    -3,     2,    -2
   308,   163,  2023,    -3,    -1,    -1
   295,   174,  2013,    -4,     0,    -2
   315,   161,  2029,    -3,    -2,    -3
   305,   150,  2018,    -4,    -1,     0
   296,   160,  2027,    -4,     0,    -3
   328,   181,  2035,    -4,    -1,    -2
   306,   163,  2024,    -3,     3,    -2
   297,   173,  2006,    -4,    -2,    -2
   335,   175,  2003,    -4,    -1,    -1
