   295,  -311,  2037,   208, -1171,    86
   277,  -410,  1838,   206, -1121,  -218
   551,  -421,  1867,   107,  -829,  -406
   496,  -215,  1948,   164,  -640,  -327
   494,  -608,  1831,   356,  -504,  -228
   597,  -548,  2126,   312,  -421,  -363
   472,  -218,  2026,   101,  -435,  -264
   598,  -346,  1993,   -96,  -537,  -247
   611,  -287,  1900,  -108,  -467,  -399
   588,  -489,  1788,  -150,  -389,  -170
   880,  -795,  1804,    60,  -376,  -284
   910,  -541,  1936,   367,  -192,  -481
   746,  -137,  1825,   356,  -195,  -377
   668,   -43,  1923,   182,  -265,  -101
   867,  -304,  1894,    75,  -274,   -29
   855,  -415,  1930,    28,  -219,  -173
   748,  -234,  1978,    23,  -253,  -230
   648,  -104,  2010,    40,  -346,  -104
   724,  -150,  1896,    63,  -419,    -4
   797,  -169,  2025,    93,  -439,    94
  1205,  -479,  1908,   211,  -452,    96
  1188,  -429,  1848,   441,  -207,    73
  1153,  -264,  1955,   531,    46,   144
   997,  -251,  2038,   274,   282,    71
  1019,   -50,  2130,   -30,   415,   117
   938,  -124,  2137,  -216,   368,   232
   722,   -74,  1988,  -316,   430,   316
   589,  -148,  1737,  -465,   345,   404
   423,  -259,  1594,  -515,   498,   313
   352,  -363,  1509,  -577,   554,   268
   430,  -505,  1637,  -617,   559,   272
   719,  -605,  2003,  -771,   328,   182
  1124,  -518,  2239,  -494,   378,    61
   507,  -667,  1578,   108,   437,   320
    99, -1300,  2088,  -105,   692,  -808
   302,  -158,  1850,   730,  -609,  -822
   407,   184,  1917,   796,  -653,  -432
   794,     3,  2034,    58,  -609,  -186
  1078,   376,  1851,   908,  -423,  -135
   713,   411,  1993,  -653,  -104,  -103
   513,  -468,  2424,  -646,  -204,   -97
   655,  -370,  1907,  -219,   -83,   -52
   845,  -335,  1653,     3,   -20,   -44
   869,   -53,  1796,   186,   351,     7
   795,   150,  1898,  -195,   724,    76
   526,  -142,  2182,  -547,   904,   111
   292,  -307,  2118,  -447,   832,   122
   266,  -373,  2109,  -568,   482,    -9
    58,  -154,  1812,  -708,   278,    -3
    37,  -700,  1942,  -644,   -36,    83
   290, -1001,  1876,  -337,  -291,   -20
   553,  -902,  1869,   285,  -391,  -168
   494,  -407,  1922,   366,  -367,  -127
   416,  -285,  2020,   181,  -486,    38
   530,  -400,  1973,   137,  -636,   104
   664,  -368,  1868,   153,  -527,   166
   742,  -295,  1869,     1,  -185,   262
   627,  -396,  1971,  -242,   150,   291
   310,  -528,  2108,  -274,   108,   355
   328,  -493,  1996,  -226,   -44,   423
